TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
196,39,1,2,1440,1.051,2,NHB,2,1,1,-7,CA,0,9,1,5,9,1,2,2,4,92,2,U,U,7000,7000,PASSENGER
197,39,1,3,1520,0.417,2,HBSHOP,2,1,1,-7,CA,0,9,1,5,9,1,2,2,3,92,2,U,U,7000,17000,PASSENGER
198,40,1,1,1015,0.367,2,HBSHOP,2,2,1,1,ME,0,1,1,2,1,1,3,2,3,57,2,C,C,17000,17000,WALK
199,40,1,2,1035,0.334,2,NHB,2,2,1,1,ME,0,1,1,2,1,1,3,2,10,57,2,C,C,17000,17000,WALK
200,40,1,3,1158,0.154,2,HBSHOP,2,2,1,1,ME,0,1,1,2,1,1,3,2,10,57,2,C,C,17000,17000,WALK
201,40,1,4,1500,0.574,2,HBSOCREC,2,2,1,1,ME,0,1,1,2,1,1,3,2,10,57,2,C,C,17000,17000,WALK
202,40,1,5,1630,0.574,2,HBSOCREC,2,2,1,1,ME,0,1,1,2,1,1,3,2,10,57,2,C,C,17000,17000,WALK
203,40,1,6,1717,0.055,2,HBSOCREC,2,2,1,1,ME,0,1,1,2,1,1,3,2,8,57,2,C,C,17000,17000,WALK
204,40,1,7,2012,0.055,2,HBSOCREC,2,2,1,1,ME,0,1,1,2,1,1,3,2,8,57,2,C,C,17000,17000,WALK
205,41,1,1,1300,6.263,2,HBO,2,2,1,1,TX,0,9,2,6,7,1,2,2,6,57,2,C,T,3000,750,PASSENGER
206,41,1,2,1600,3.686,2,HBO,2,2,1,1,TX,0,9,2,6,7,1,2,2,6,57,2,T,C,750,3000,PASSENGER
207,42,1,1,855,0.314,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,17000,17000,WALK
208,42,1,2,926,0.314,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,17000,17000,WALK
209,42,1,3,1005,0.791,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,17000,7000,RAIL
210,42,1,4,1120,0.262,2,NHB,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,7000,7000,WALK
211,42,1,5,1145,1.587,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,10,62,2,U,U,7000,17000,RAIL
212,42,1,6,1310,0.328,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,3,62,2,U,U,17000,7000,WALK
213,42,1,7,1330,0.328,2,HBSHOP,7,2,1,2,CA,0,1,1,4,9,1,3,2,3,62,2,U,U,7000,17000,WALK
214,43,1,1,600,5.377,2,HBW,3,2,1,2,TX,1,1,1,4,7,2,2,1,1,54,2,U,U,7000,17000,RAIL
215,43,1,2,2130,5.35,2,HBW,3,2,1,2,TX,1,1,1,4,7,2,2,1,1,54,2,U,U,17000,7000,RAIL
216,44,1,1,820,6.079,2,HBW,4,2,1,7,NY,1,1,1,5,2,1,5,1,1,48,1,U,U,30000,30000,BUS
217,44,1,2,1405,0.049,2,NHB,4,2,1,7,NY,1,1,1,5,2,1,5,1,4,48,1,U,U,30000,30000,WALK
218,44,1,3,1435,0.049,2,NHB,4,2,1,7,NY,1,1,1,5,2,1,5,1,4,48,1,U,U,30000,30000,WALK
219,44,1,4,1935,6.019,2,HBW,4,2,1,7,NY,1,1,1,5,2,1,5,1,1,48,1,U,U,30000,30000,BUS
220,44,1,5,2015,3.0,1,HBO,4,2,1,7,NY,1,1,1,5,2,1,5,1,10,48,1,U,U,30000,30000,WALK
221,45,1,1,930,0.062,2,HBO,4,2,1,1,PA,0,9,2,6,2,1,2,2,4,72,2,R,R,1500,1500,OTHER
222,45,1,2,957,0.062,2,HBO,4,2,1,1,PA,0,9,2,6,2,1,2,2,4,72,2,R,R,1500,1500,OTHER
223,46,1,1,944,0.246,2,HBSHOP,3,2,1,1,WI,0,1,2,6,3,1,4,2,4,54,1,C,C,3000,3000,CYCLE
224,46,1,2,950,1.26,2,NHB,3,2,1,1,WI,0,1,2,6,3,1,4,2,4,54,1,C,C,3000,3000,CYCLE
225,46,1,3,1005,0.655,2,NHB,3,2,1,1,WI,0,1,2,6,3,1,4,2,3,54,1,C,T,3000,750,CYCLE
226,46,1,4,1025,0.783,2,HBSHOP,3,2,1,1,WI,0,1,2,6,3,1,4,2,3,54,1,T,C,750,3000,CYCLE
227,47,1,1,800,1.715,2,HBSHOP,2,2,1,1,TX,0,9,1,4,7,1,2,2,10,67,2,C,C,3000,7000,PASSENGER
228,47,1,2,910,18.798,2,NHB,2,2,1,1,TX,0,9,1,4,7,1,2,2,6,67,2,C,S,7000,3000,PASSENGER
229,47,1,3,1150,19.783,2,NHB,2,2,1,1,TX,0,9,1,4,7,1,2,2,3,67,2,S,S,3000,3000,PASSENGER
230,47,1,4,1340,2.227,2,HBSHOP,2,2,1,1,TX,0,9,1,4,7,1,2,2,6,67,2,S,C,3000,3000,PASSENGER
231,48,1,1,915,3.291,2,HBSHOP,4,2,1,3,TX,0,1,1,4,7,1,2,2,3,74,1,S,C,3000,3000,RAIL
232,48,1,2,1000,3.299,2,HBSHOP,4,2,1,3,TX,0,1,1,4,7,1,2,2,3,74,1,C,S,3000,3000,RAIL
233,48,1,3,1050,1.0,1,HBO,4,2,1,3,TX,0,1,1,4,7,1,2,2,10,74,1,S,S,3000,3000,WALK
234,48,1,4,1250,0.057,2,HBSOCREC,4,2,1,3,TX,0,1,1,4,7,1,2,2,8,74,1,S,S,3000,3000,WALK
235,48,1,5,1330,0.057,2,HBSOCREC,4,2,1,3,TX,0,1,1,4,7,1,2,2,8,74,1,S,S,3000,3000,WALK
236,49,1,1,747,18.833,2,HBO,4,2,1,2,NY,0,1,1,5,2,2,3,2,6,39,2,U,U,30000,30000,TAXI
237,49,1,2,1045,0.13,2,NHB,4,2,1,2,NY,0,1,1,5,2,2,3,2,10,39,2,U,U,30000,30000,WALK
238,49,1,3,1120,0.023,2,NHB,4,2,1,2,NY,0,1,1,5,2,2,3,2,10,39,2,U,U,30000,30000,WALK
239,49,1,4,1130,0.129,2,NHB,4,2,1,2,NY,0,1,1,5,2,2,3,2,6,39,2,U,U,30000,30000,WALK
240,49,1,5,1323,16.431,2,HBO,4,2,1,2,NY,0,1,1,5,2,2,3,2,6,39,2,U,U,30000,30000,TAXI
241,50,2,1,819,5.854,2,HBW,3,2,2,9,NY,2,2,1,5,2,1,5,1,1,30,1,U,U,30000,30000,BUS
242,50,2,2,1318,0.189,2,NHB,3,2,2,9,NY,2,2,1,5,2,1,5,1,4,30,1,U,U,30000,30000,WALK
243,50,2,3,1343,0.189,2,NHB,3,2,2,9,NY,2,2,1,5,2,1,5,1,4,30,1,U,U,30000,30000,WALK
244,50,2,4,1905,5.835,2,HBW,3,2,2,9,NY,2,2,1,5,2,1,5,1,1,30,1,U,U,30000,30000,BUS
245,51,1,1,1015,0.618,2,HBSHOP,4,1,1,1,NY,0,9,1,1,2,1,4,2,3,73,2,S,S,1500,1500,WALK
246,51,1,2,1140,0.618,2,HBSHOP,4,1,1,1,NY,0,9,1,1,2,1,4,2,3,73,2,S,S,1500,1500,WALK
247,51,1,3,1615,0.533,2,HBO,4,1,1,1,NY,0,9,1,1,2,1,4,2,4,73,2,S,C,1500,7000,WALK
248,51,1,4,1640,0.345,2,NHB,4,1,1,1,NY,0,9,1,1,2,1,4,2,8,73,2,C,C,7000,7000,WALK
249,51,1,5,1805,0.761,2,HBSOCREC,4,1,1,1,NY,0,9,1,1,2,1,4,2,8,73,2,C,S,7000,1500,WALK
250,52,2,1,900,1.704,2,HBW,4,2,5,1,TX,0,6,4,6,7,1,1,2,1,37,1,T,T,300,1500,PASSENGER
251,52,2,2,1900,0.968,2,HBW,4,2,5,1,TX,0,6,4,6,7,1,1,2,1,37,1,T,T,1500,300,PASSENGER
252,53,1,1,1024,1.748,2,HBSOCREC,3,2,1,5,CA,0,9,1,5,9,3,3,2,8,76,2,U,U,30000,30000,RAIL
253,53,1,2,1215,1.168,2,NHB,3,2,1,5,CA,0,9,1,5,9,3,3,2,10,76,2,U,U,30000,30000,RAIL
254,53,1,3,1342,0.124,2,NHB,3,2,1,5,CA,0,9,1,5,9,3,3,2,3,76,2,U,U,30000,30000,WALK
255,53,1,4,1413,1.802,2,HBSHOP,3,2,1,5,CA,0,9,1,5,9,3,3,2,8,76,2,U,U,30000,30000,RAIL
256,54,1,1,1500,0.307,2,HBSOCREC,1,1,1,5,CA,0,1,1,1,9,1,5,2,10,60,2,C,S,7000,3000,WALK
257,54,1,2,1600,0.307,2,HBSOCREC,1,1,1,5,CA,0,1,1,1,9,1,5,2,10,60,2,S,C,3000,7000,WALK
258,55,1,1,800,0.75,1,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,10,79,2,T,T,1500,1500,WALK
259,55,1,2,930,3.859,2,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,6,79,2,T,T,1500,300,PASSENGER
260,55,1,3,1100,3.182,2,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,6,79,2,T,T,300,1500,PASSENGER
261,55,1,4,1200,0.75,1,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,10,79,2,T,T,1500,1500,WALK
262,55,1,5,1730,1.0,1,HBO,2,1,1,3,NY,0,9,1,3,2,1,5,2,10,79,2,T,T,1500,1500,WALK
263,56,1,1,1000,0.873,2,HBW,1,2,3,3,NY,1,2,2,6,2,1,3,1,1,62,2,T,T,1500,300,TAXI
264,56,1,2,2000,0.873,2,HBW,1,2,3,3,NY,1,2,2,6,2,1,3,1,1,62,2,T,T,300,1500,PASSENGER
265,56,2,1,1000,0.873,2,HBSHOP,1,2,3,3,NY,1,2,2,6,2,1,2,2,4,31,1,T,T,1500,300,TAXI
266,56,2,2,1100,0.488,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,2,2,3,31,1,T,T,300,1500,WALK
267,56,2,3,1125,0.389,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,2,2,8,31,1,T,T,1500,1500,WALK
268,56,2,4,1235,0.113,2,HBSOCREC,1,2,3,3,NY,1,2,2,6,2,1,2,2,8,31,1,T,T,1500,1500,WALK
269,56,3,1,1000,0.873,2,HBSHOP,1,2,3,3,NY,1,2,2,6,2,1,1,2,4,31,1,T,T,1500,300,TAXI
270,56,3,2,1100,0.488,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,1,2,3,31,1,T,T,300,1500,WALK
271,56,3,3,1120,0.389,2,NHB,1,2,3,3,NY,1,2,2,6,2,1,1,2,8,31,1,T,T,1500,1500,WALK
272,56,3,4,1235,0.113,2,HBSOCREC,1,2,3,3,NY,1,2,2,6,2,1,1,2,8,31,1,T,T,1500,1500,WALK
273,57,1,1,1200,0.026,2,HBO,5,2,1,1,GA,0,1,1,2,5,2,1,2,5,52,2,C,C,1500,1500,WALK
274,57,1,2,1315,0.026,2,HBO,5,2,1,1,GA,0,1,1,2,5,2,1,2,5,52,2,C,C,1500,1500,WALK
275,57,1,3,1530,0.262,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,1500,3000,WALK
276,57,1,4,1625,0.262,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,3000,1500,WALK
277,57,1,5,1900,0.262,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,1500,3000,WALK
278,57,1,6,2115,0.262,2,HBSOCREC,5,2,1,1,GA,0,1,1,2,5,2,1,2,8,52,2,C,C,3000,1500,WALK
279,58,1,1,1130,2.07,2,HBO,7,2,2,1,NJ,0,2,1,5,2,97,1,2,6,64,2,U,U,30000,7000,OTHER
280,58,1,2,1600,2.559,2,HBO,7,2,2,1,NJ,0,2,1,5,2,97,1,2,6,64,2,U,U,7000,30000,OTHER
281,58,2,1,1100,0.444,1,HBO,7,2,2,1,NJ,0,2,1,5,2,97,1,2,10,46,1,U,U,30000,30000,WALK
282,59,1,1,1125,0.026,2,HBW,2,2,1,1,NY,1,1,1,5,2,6,4,1,2,62,1,U,U,30000,30000,WALK
283,59,1,2,1230,3.207,2,NHB,2,2,1,1,NY,1,1,1,5,2,6,4,1,4,62,1,U,U,30000,30000,RAIL
284,59,1,3,1528,10.31,2,NHB,2,2,1,1,NY,1,1,1,5,2,6,4,1,4,62,1,U,U,30000,30000,BUS
285,59,1,4,1715,8.301,2,HBO,2,2,1,1,NY,1,1,1,5,2,6,4,1,4,62,1,U,U,30000,30000,RAIL
286,60,1,1,900,0.781,2,HBO,3,2,2,1,MO,0,7,1,4,4,2,3,2,4,44,2,U,U,7000,17000,WALK
287,60,1,2,1216,0.781,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,8,44,2,U,U,17000,7000,WALK
288,60,1,3,1400,0.368,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,3,44,2,U,U,7000,7000,WALK
289,60,1,4,1430,0.205,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,3,44,2,U,U,7000,7000,WALK
290,60,1,5,1500,0.091,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,10,44,2,U,U,7000,7000,WALK
291,60,1,6,1507,0.356,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,3,2,5,44,2,U,U,7000,7000,WALK
292,60,2,1,900,0.782,2,HBO,3,2,2,1,MO,0,7,1,4,4,2,1,2,4,16,1,U,U,7000,17000,WALK
293,60,2,2,1216,0.781,2,HBO,3,2,2,1,MO,0,7,1,4,4,2,1,2,4,16,1,U,U,17000,7000,WALK
294,60,2,3,1400,0.368,2,HBSHOP,3,2,2,1,MO,0,7,1,4,4,2,1,2,3,16,1,U,U,7000,7000,WALK
295,60,2,4,1430,0.205,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,1,2,3,16,1,U,U,7000,7000,WALK
296,60,2,5,1500,0.091,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,1,2,10,16,1,U,U,7000,7000,WALK
297,60,2,6,1507,0.356,2,NHB,3,2,2,1,MO,0,7,1,4,4,2,1,2,5,16,1,U,U,7000,7000,WALK
298,61,1,1,1200,11.086,2,HBO,4,2,1,1,TX,0,1,1,4,7,1,3,2,6,62,1,S,S,1500,3000,PASSENGER
299,61,1,2,1400,1.357,2,NHB,4,2,1,1,TX,0,1,1,4,7,1,3,2,10,62,1,S,S,3000,1500,PASSENGER
300,61,1,3,1530,6.084,2,NHB,4,2,1,1,TX,0,1,1,4,7,1,3,2,3,62,1,S,C,1500,1500,PASSENGER
301,61,1,4,1645,6.728,2,HBSHOP,4,2,1,1,TX,0,1,1,4,7,1,3,2,6,62,1,C,S,1500,1500,PASSENGER
302,62,1,1,700,12.717,2,HBW,3,2,1,6,DC,1,1,1,5,5,3,5,1,1,45,1,U,U,30000,17000,BUS
303,62,1,2,1715,16.759,2,HBW,3,2,1,6,DC,1,1,1,5,5,3,5,1,1,45,1,U,U,17000,30000,BUS
304,63,1,1,530,8.904,2,HBO,5,1,1,7,NY,1,1,1,3,2,3,5,1,11,30,1,C,S,7000,300,TAXI
305,63,1,2,740,394.499,2,NHB,5,1,1,7,NY,1,1,1,3,2,3,5,1,11,30,1,S,U,300,300,OTHER
306,63,1,3,915,9.785,2,NHB,5,1,1,7,NY,1,1,1,3,2,3,5,1,1,30,1,U,U,300,3000,TAXI
307,63,1,4,1830,2.031,2,HBW,5,1,1,7,NY,1,1,1,3,2,3,5,1,1,30,1,U,U,3000,7000,TAXI
308,63,1,5,2000,0.222,1,HBO,5,1,1,7,NY,1,1,1,3,2,3,5,1,10,30,1,U,U,7000,7000,WALK
309,64,1,1,1400,0.933,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,3,2,11,33,2,T,T,1500,3000,PASSENGER
310,64,1,2,1445,108.285,2,NHB,7,2,3,2,NY,0,5,2,6,2,1,3,2,10,33,2,T,S,3000,1500,PASSENGER
311,64,2,1,1400,0.934,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,4,9,2,T,T,1500,3000,PASSENGER
312,64,2,2,1445,108.285,2,NHB,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,10,9,2,T,S,3000,1500,PASSENGER
313,64,3,1,1400,0.934,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,5,6,1,T,T,1500,3000,PASSENGER
314,64,3,2,1445,1.316,2,HBO,7,2,3,2,NY,0,5,2,6,2,1,-1,-1,5,6,1,T,T,3000,1500,PASSENGER
315,65,1,1,900,1.511,2,HBO,2,2,1,1,CA,0,1,1,4,9,6,3,2,4,58,2,U,U,7000,3000,WALK
316,65,1,2,1400,1.511,2,HBO,2,2,1,1,CA,0,1,1,4,9,6,3,2,4,58,2,U,U,3000,7000,WALK
317,65,1,3,1730,1.0,1,HBO,2,2,1,1,CA,0,1,1,4,9,6,3,2,10,58,2,U,U,7000,7000,WALK
318,66,1,1,1100,0.237,2,HBO,1,2,1,11,NY,1,1,1,5,2,1,4,1,4,53,1,U,U,30000,30000,WALK
319,66,1,2,1200,0.237,2,HBO,1,2,1,11,NY,1,1,1,5,2,1,4,1,4,53,1,U,U,30000,30000,WALK
320,66,1,3,1400,0.277,2,HBSOCREC,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
321,66,1,4,1600,0.277,2,HBSOCREC,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
322,66,1,5,1925,0.278,2,HBSHOP,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
323,66,1,6,2130,0.278,2,HBSHOP,1,2,1,11,NY,1,1,1,5,2,1,4,1,10,53,1,U,U,30000,30000,WALK
324,67,1,1,1030,0.289,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
325,67,1,2,1045,0.075,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
326,67,1,3,1103,0.044,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,10,55,2,U,U,30000,30000,WALK
327,67,1,4,1125,0.043,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
328,67,1,5,1200,0.283,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,55,2,U,U,30000,30000,WALK
329,67,2,1,1030,0.289,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
330,67,2,2,1045,0.075,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
331,67,2,3,1103,0.044,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,10,67,1,U,U,30000,30000,WALK
332,67,2,4,1125,0.043,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
333,67,2,5,1200,0.283,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,3,2,3,67,1,U,U,30000,30000,WALK
334,67,2,6,1420,16.54,2,HBO,5,2,4,5,NY,1,6,1,5,2,2,3,2,6,67,1,U,U,30000,30000,BUS
335,67,2,7,1645,12.894,2,HBO,5,2,4,5,NY,1,6,1,5,2,2,3,2,6,67,1,U,U,30000,30000,BUS
336,67,3,1,715,3.032,2,HBW,5,2,4,5,NY,1,6,1,5,2,2,3,1,1,35,2,U,U,30000,30000,BUS
337,67,3,2,1200,3.683,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,3,1,11,35,2,U,U,30000,30000,BUS
338,67,3,3,1900,4.98,2,HBW,5,2,4,5,NY,1,6,1,5,2,2,3,1,1,35,2,U,U,30000,30000,BUS
339,67,4,1,1030,0.289,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
340,67,4,2,1045,0.075,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
341,67,4,3,1103,0.044,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,10,8,1,U,U,30000,30000,WALK
342,67,4,4,1125,0.043,2,NHB,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
343,67,4,5,1200,0.283,2,HBSHOP,5,2,4,5,NY,1,6,1,5,2,2,-1,-1,3,8,1,U,U,30000,30000,WALK
344,68,1,1,1000,8.005,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,10,65,2,S,S,3000,17000,PASSENGER
345,68,1,2,1100,7.925,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,8,65,2,S,S,17000,3000,PASSENGER
346,68,1,3,1300,0.171,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,3,65,2,S,S,3000,7000,PASSENGER
347,68,1,4,1330,1.39,2,NHB,4,2,1,4,NY,0,9,1,5,2,1,3,2,10,65,2,S,S,7000,3000,PASSENGER
348,68,1,5,1500,22.598,2,HBSOCREC,4,2,1,4,NY,0,9,1,5,2,1,3,2,10,65,2,S,S,3000,17000,BUS
349,69,1,1,1000,0.054,2,HBSOCREC,5,2,2,1,SC,1,2,4,6,5,1,1,2,8,51,2,R,R,50,50,WALK
350,69,1,2,1010,3.356,2,NHB,5,2,2,1,SC,1,2,4,6,5,1,1,2,3,51,2,R,R,50,50,PASSENGER
351,69,1,3,1025,0.261,2,NHB,5,2,2,1,SC,1,2,4,6,5,1,1,2,10,51,2,R,R,50,50,PASSENGER
352,69,1,4,1045,3.119,2,NHB,5,2,2,1,SC,1,2,4,6,5,1,1,2,8,51,2,R,R,50,50,PASSENGER
353,69,1,5,0,0.054,2,HBSOCREC,5,2,2,1,SC,1,2,4,6,5,1,1,2,8,51,2,R,R,50,50,WALK
354,69,2,1,1000,0.054,2,HBSOCREC,5,2,2,1,SC,1,2,4,6,5,1,1,1,8,29,1,R,R,50,50,WALK
355,69,2,2,1010,3.356,2,NHB,5,2,2,1,SC,1,2,4,6,5,1,1,1,3,29,1,R,R,50,50,DRIVE
356,69,2,3,1025,0.261,2,NHB,5,2,2,1,SC,1,2,4,6,5,1,1,1,10,29,1,R,R,50,50,DRIVE
357,69,2,4,1045,3.119,2,NHB,5,2,2,1,SC,1,2,4,6,5,1,1,1,8,29,1,R,R,50,50,DRIVE
358,69,2,5,0,0.054,2,HBSOCREC,5,2,2,1,SC,1,2,4,6,5,1,1,1,8,29,1,R,R,50,50,WALK
359,70,1,1,1800,0.633,2,HBSHOP,2,2,2,1,CA,0,10,1,4,9,3,2,2,3,69,1,C,C,7000,7000,WALK
360,70,1,2,1845,0.559,2,NHB,2,2,2,1,CA,0,10,1,4,9,3,2,2,3,69,1,C,C,7000,7000,WALK
361,70,1,3,2000,1.149,2,HBSHOP,2,2,2,1,CA,0,10,1,4,9,3,2,2,3,69,1,C,C,7000,7000,WALK
362,70,2,1,1800,0.632,2,HBSHOP,2,2,2,1,CA,0,10,1,4,9,3,1,2,3,65,2,C,C,7000,7000,WALK
363,70,2,2,1845,0.559,2,NHB,2,2,2,1,CA,0,10,1,4,9,3,1,2,3,65,2,C,C,7000,7000,WALK
364,70,2,3,2000,1.149,2,HBSHOP,2,2,2,1,CA,0,10,1,4,9,3,1,2,3,65,2,C,C,7000,7000,WALK
365,71,1,1,915,20.363,2,HBW,2,1,1,7,CA,1,1,1,5,9,97,3,1,2,64,1,U,U,17000,3000,DRIVE
366,71,1,2,1040,0.706,2,NHB,2,1,1,7,CA,1,1,1,5,9,97,3,1,11,64,1,U,U,3000,30000,DRIVE
367,71,1,3,1145,20.826,2,NHB,2,1,1,7,CA,1,1,1,5,9,97,3,1,1,64,1,U,U,30000,17000,DRIVE
368,71,1,4,1500,0.873,2,NHB,2,1,1,7,CA,1,1,1,5,9,97,3,1,10,64,1,U,U,17000,17000,WALK
369,71,1,5,1600,0.946,2,NHB,2,1,1,7,CA,1,1,1,5,9,97,3,1,10,64,1,U,U,17000,17000,WALK
370,72,1,1,1230,1.219,2,HBSHOP,1,2,1,2,MA,0,9,1,3,1,1,1,2,3,75,1,S,S,1500,1500,RAIL
371,72,1,2,1400,1.046,2,HBSHOP,1,2,1,2,MA,0,9,1,3,1,1,1,2,3,75,1,S,S,1500,1500,RAIL
372,73,1,1,1400,5.542,2,HBO,5,2,1,1,SC,0,9,2,6,5,2,2,2,6,70,2,T,T,1500,1500,PASSENGER
373,73,1,2,1630,5.545,2,HBO,5,2,1,1,SC,0,9,2,6,5,2,2,2,6,70,2,T,T,1500,1500,PASSENGER
374,74,1,1,730,4.384,2,HBO,3,2,1,1,TX,0,1,1,1,7,-7,3,2,4,54,1,C,S,7000,1500,RAIL
375,74,1,2,845,2.237,2,NHB,3,2,1,1,TX,0,1,1,1,7,-7,3,2,6,54,1,S,C,1500,3000,RAIL
376,74,1,3,1150,4.957,2,NHB,3,2,1,1,TX,0,1,1,1,7,-7,3,2,6,54,1,C,S,3000,1500,RAIL
377,74,1,4,1415,6.142,2,HBO,3,2,1,1,TX,0,1,1,1,7,-7,3,2,6,54,1,S,C,1500,7000,RAIL
378,74,1,5,1915,0.674,2,HBO,3,2,1,1,TX,0,1,1,1,7,-7,3,2,5,54,1,C,C,7000,7000,WALK
379,74,1,6,2100,0.674,2,HBO,3,2,1,1,TX,0,1,1,1,7,-7,3,2,5,54,1,C,C,7000,7000,WALK
380,75,1,1,1100,2.878,2,HBO,7,2,2,2,CA,0,2,1,1,9,1,3,2,4,33,2,C,C,7000,7000,RAIL
381,75,1,2,1300,1.677,2,HBO,7,2,2,2,CA,0,2,1,1,9,1,3,2,4,33,2,C,C,7000,7000,RAIL
382,75,1,3,1600,4.817,2,HBSHOP,7,2,2,2,CA,0,2,1,1,9,1,3,2,3,33,2,C,S,7000,3000,WALK
383,75,1,4,1830,4.818,2,HBSHOP,7,2,2,2,CA,0,2,1,1,9,1,3,2,3,33,2,S,C,3000,7000,WALK
384,75,2,1,1100,1.341,2,HBO,7,2,2,2,CA,0,2,1,1,9,1,2,2,4,46,1,C,C,7000,7000,RAIL
385,75,2,2,1300,1.34,2,HBO,7,2,2,2,CA,0,2,1,1,9,1,2,2,4,46,1,C,C,7000,7000,RAIL
386,76,1,1,1300,2.926,2,HBSOCREC,3,2,1,1,MO,0,9,2,6,4,1,2,2,8,59,1,T,T,3000,300,PASSENGER
387,76,1,2,1345,1.245,2,NHB,3,2,1,1,MO,0,9,2,6,4,1,2,2,3,59,1,T,T,300,300,PASSENGER
388,76,1,3,1358,2.195,2,HBSHOP,3,2,1,1,MO,0,9,2,6,4,1,2,2,8,59,1,T,T,300,3000,PASSENGER
389,76,1,4,1515,0.459,2,HBO,3,2,1,1,MO,0,9,2,6,4,1,2,2,4,59,1,T,T,3000,3000,CYCLE
390,76,1,5,1559,0.459,2,HBO,3,2,1,1,MO,0,9,2,6,4,1,2,2,4,59,1,T,T,3000,3000,CYCLE
391,77,1,1,728,10.104,2,HBO,5,1,1,2,CA,0,9,1,1,9,1,2,2,4,67,2,T,C,300,17000,RAIL
392,77,1,2,1010,0.367,2,NHB,5,1,1,2,CA,0,9,1,1,9,1,2,2,3,67,2,C,C,17000,17000,WALK
